subject,order,location,color,Language,Task
1508,63,C12,5,Tsimane,Fixed
1508,77,C14,12,Tsimane,Fixed
1508,82,C16,4,Tsimane,Fixed
1508,62,C18,12,Tsimane,Fixed
1508,12,C2,12,Tsimane,Fixed
1508,22,C20,12,Tsimane,Fixed
1508,10,C3,12,Tsimane,Fixed
1508,46,C4,4,Tsimane,Fixed
1508,78,C6,4,Tsimane,Fixed
1508,79,C8,4,Tsimane,Fixed
1508,65,D1,12,Tsimane,Fixed
1508,56,D11,4,Tsimane,Fixed
1508,7,D13,4,Tsimane,Fixed
1508,21,D15,4,Tsimane,Fixed
1508,2,D17,12,Tsimane,Fixed
1508,68,D19,4,Tsimane,Fixed
1508,18,D3,8,Tsimane,Fixed
1508,4,D5,4,Tsimane,Fixed
1508,39,D7,4,Tsimane,Fixed
1508,61,D9,5,Tsimane,Fixed
1508,40,E10,4,Tsimane,Fixed
1508,66,E12,4,Tsimane,Fixed
1508,15,E14,4,Tsimane,Fixed
1508,50,E16,4,Tsimane,Fixed
1508,43,E18,3,Tsimane,Fixed
1508,53,E2,3,Tsimane,Fixed
1508,74,E20,3,Tsimane,Fixed
1508,64,E4,8,Tsimane,Fixed
1508,44,E6,12,Tsimane,Fixed
1508,57,E8,5,Tsimane,Fixed
1508,34,F1,3,Tsimane,Fixed
1508,36,F11,4,Tsimane,Fixed
1508,1,F13,4,Tsimane,Fixed
1508,20,F15,4,Tsimane,Fixed
1508,75,F17,4,Tsimane,Fixed
1508,76,F19,3,Tsimane,Fixed
1508,51,F3,10,Tsimane,Fixed
1508,29,F5,10,Tsimane,Fixed
1508,71,F7,5,Tsimane,Fixed
1508,55,F9,4,Tsimane,Fixed
1508,69,G10,4,Tsimane,Fixed
1508,3,G12,4,Tsimane,Fixed
1508,37,G14,4,Tsimane,Fixed
1508,73,G16,4,Tsimane,Fixed
1508,8,G17,12,Tsimane,Fixed
1508,19,G18,10,Tsimane,Fixed
1508,11,G2,4,Tsimane,Fixed
1508,60,G4,10,Tsimane,Fixed
1508,67,G6,1,Tsimane,Fixed
1508,45,G8,12,Tsimane,Fixed
1508,81,H1,10,Tsimane,Fixed
1508,58,H11,4,Tsimane,Fixed
1508,17,H13,4,Tsimane,Fixed
1508,35,H15,4,Tsimane,Fixed
1508,32,H17,1,Tsimane,Fixed
1508,47,H19,8,Tsimane,Fixed
1508,5,H3,10,Tsimane,Fixed
1508,31,H5,1,Tsimane,Fixed
1508,23,H7,1,Tsimane,Fixed
1508,25,H9,4,Tsimane,Fixed
1509,69,A10,2,Tsimane,Fixed
1509,33,A12,2,Tsimane,Fixed
1509,45,A14,2,Tsimane,Fixed
1509,18,A16,2,Tsimane,Fixed
1509,78,A18,2,Tsimane,Fixed
1509,59,A2,2,Tsimane,Fixed
1509,23,A20,2,Tsimane,Fixed
1509,41,A4,2,Tsimane,Fixed
1509,38,A6,12,Tsimane,Fixed
1509,30,A8,2,Tsimane,Fixed
1509,68,B1,3,Tsimane,Fixed
1509,37,B11,2,Tsimane,Fixed
1509,67,B13,2,Tsimane,Fixed
1509,40,B15,2,Tsimane,Fixed
1509,8,B17,12,Tsimane,Fixed
1509,22,B19,2,Tsimane,Fixed
1509,80,B3,2,Tsimane,Fixed
1509,65,B5,12,Tsimane,Fixed
1509,50,B7,4,Tsimane,Fixed
1509,10,B9,4,Tsimane,Fixed
1509,5,C10,12,Tsimane,Fixed
1509,74,C12,12,Tsimane,Fixed
1509,58,C14,12,Tsimane,Fixed
1509,51,C16,2,Tsimane,Fixed
1509,75,C18,8,Tsimane,Fixed
1509,36,C2,12,Tsimane,Fixed
1509,63,C20,3,Tsimane,Fixed
1509,34,C3,12,Tsimane,Fixed
1509,13,C4,12,Tsimane,Fixed
1509,3,C6,5,Tsimane,Fixed
1509,19,C8,4,Tsimane,Fixed
1509,72,D1,3,Tsimane,Fixed
1509,11,D11,12,Tsimane,Fixed
1509,31,D13,12,Tsimane,Fixed
1509,2,D15,12,Tsimane,Fixed
1509,26,D17,8,Tsimane,Fixed
1509,82,D19,3,Tsimane,Fixed
1509,1,D3,12,Tsimane,Fixed
1509,28,D5,10,Tsimane,Fixed
1509,20,D7,4,Tsimane,Fixed
1509,76,D9,4,Tsimane,Fixed
1509,21,E10,12,Tsimane,Fixed
1509,71,E12,12,Tsimane,Fixed
1509,39,E14,8,Tsimane,Fixed
1509,6,E16,8,Tsimane,Fixed
1509,24,E18,12,Tsimane,Fixed
1509,4,E2,12,Tsimane,Fixed
1509,55,E20,3,Tsimane,Fixed
1509,73,E4,10,Tsimane,Fixed
1509,25,E6,4,Tsimane,Fixed
1509,16,E8,4,Tsimane,Fixed
1509,46,F1,12,Tsimane,Fixed
1509,48,F11,4,Tsimane,Fixed
1509,52,F13,12,Tsimane,Fixed
1509,62,F15,12,Tsimane,Fixed
1509,56,F17,10,Tsimane,Fixed
1509,57,F19,10,Tsimane,Fixed
1509,7,F3,10,Tsimane,Fixed
1509,42,F5,10,Tsimane,Fixed
1509,79,F7,4,Tsimane,Fixed
1509,15,F9,4,Tsimane,Fixed
1509,81,G10,4,Tsimane,Fixed
1509,27,G12,4,Tsimane,Fixed
1509,49,G14,12,Tsimane,Fixed
1509,54,G16,8,Tsimane,Fixed
1509,32,G17,10,Tsimane,Fixed
1509,61,G18,10,Tsimane,Fixed
1509,35,G2,10,Tsimane,Fixed
1509,9,G20,3,Tsimane,Fixed
1509,77,G4,10,Tsimane,Fixed
1509,70,G6,1,Tsimane,Fixed
1509,53,G8,1,Tsimane,Fixed
1509,60,H1,10,Tsimane,Fixed
1509,17,H11,1,Tsimane,Fixed
1509,12,H13,1,Tsimane,Fixed
1509,47,H15,1,Tsimane,Fixed
1509,44,H17,1,Tsimane,Fixed
1509,14,H19,19,Tsimane,Fixed
1509,29,H3,1,Tsimane,Fixed
1509,43,H5,1,Tsimane,Fixed
1509,64,H7,1,Tsimane,Fixed
1509,66,H9,1,Tsimane,Fixed
1510,5,A10,2,Tsimane,Fixed
1510,11,A12,2,Tsimane,Fixed
1510,67,A14,2,Tsimane,Fixed
1510,56,A16,2,Tsimane,Fixed
1510,20,A18,2,Tsimane,Fixed
1510,45,A2,2,Tsimane,Fixed
1510,61,A20,2,Tsimane,Fixed
1510,28,A4,2,Tsimane,Fixed
1510,25,A6,4,Tsimane,Fixed
1510,14,A8,2,Tsimane,Fixed
1510,4,B1,3,Tsimane,Fixed
1510,24,B11,12,Tsimane,Fixed
1510,3,B13,2,Tsimane,Fixed
1510,27,B15,2,Tsimane,Fixed
1510,59,B17,2,Tsimane,Fixed
1510,77,B19,3,Tsimane,Fixed
1510,75,B2,3,Tsimane,Fixed
1510,18,B3,12,Tsimane,Fixed
1510,1,B5,12,Tsimane,Fixed
1510,37,B7,12,Tsimane,Fixed
1510,50,B9,12,Tsimane,Fixed
1510,73,C10,5,Tsimane,Fixed
1510,21,C12,4,Tsimane,Fixed
1510,44,C14,2,Tsimane,Fixed
1510,38,C16,2,Tsimane,Fixed
1510,81,C18,2,Tsimane,Fixed
1510,23,C2,5,Tsimane,Fixed
1510,48,C20,3,Tsimane,Fixed
1510,10,C3,8,Tsimane,Fixed
1510,53,C4,12,Tsimane,Fixed
1510,74,C6,12,Tsimane,Fixed
1510,76,C8,12,Tsimane,Fixed
1510,8,D1,3,Tsimane,Fixed
1510,51,D11,5,Tsimane,Fixed
1510,13,D13,5,Tsimane,Fixed
1510,71,D15,12,Tsimane,Fixed
1510,64,D17,10,Tsimane,Fixed
1510,16,D19,3,Tsimane,Fixed
1510,82,D3,12,Tsimane,Fixed
1510,66,D5,4,Tsimane,Fixed
1510,78,D7,5,Tsimane,Fixed
1510,33,D9,5,Tsimane,Fixed
1510,80,E10,4,Tsimane,Fixed
1510,7,E12,4,Tsimane,Fixed
1510,26,E14,5,Tsimane,Fixed
1510,57,E16,10,Tsimane,Fixed
1510,62,E18,10,Tsimane,Fixed
1510,60,E2,3,Tsimane,Fixed
1510,39,E20,3,Tsimane,Fixed
1510,9,E4,4,Tsimane,Fixed
1510,63,E6,12,Tsimane,Fixed
1510,69,E8,5,Tsimane,Fixed
1510,68,F1,3,Tsimane,Fixed
1510,34,F11,4,Tsimane,Fixed
1510,42,F13,12,Tsimane,Fixed
1510,47,F15,5,Tsimane,Fixed
1510,35,F17,3,Tsimane,Fixed
1510,43,F19,3,Tsimane,Fixed
1510,58,F3,12,Tsimane,Fixed
1510,29,F5,4,Tsimane,Fixed
1510,19,F7,5,Tsimane,Fixed
1510,55,F9,5,Tsimane,Fixed
1510,17,G10,4,Tsimane,Fixed
1510,65,G12,5,Tsimane,Fixed
1510,36,G14,5,Tsimane,Fixed
1510,40,G16,1,Tsimane,Fixed
1510,12,G17,12,Tsimane,Fixed
1510,31,G18,10,Tsimane,Fixed
1510,22,G2,2,Tsimane,Fixed
1510,32,G4,10,Tsimane,Fixed
1510,6,G6,12,Tsimane,Fixed
1510,41,G8,4,Tsimane,Fixed
1510,46,H1,10,Tsimane,Fixed
1510,72,H11,5,Tsimane,Fixed
1510,52,H13,1,Tsimane,Fixed
1510,70,H15,4,Tsimane,Fixed
1510,79,H17,10,Tsimane,Fixed
1510,54,H19,10,Tsimane,Fixed
1510,15,H3,10,Tsimane,Fixed
1510,30,H5,1,Tsimane,Fixed
1510,49,H7,5,Tsimane,Fixed
1510,2,H9,4,Tsimane,Fixed
1511,6,A10,2,Tsimane,Fixed
1511,40,A12,12,Tsimane,Fixed
1511,25,A14,2,Tsimane,Fixed
1511,32,A16,2,Tsimane,Fixed
1511,22,A18,2,Tsimane,Fixed
1511,13,A2,12,Tsimane,Fixed
1511,64,A20,12,Tsimane,Fixed
1511,37,A4,12,Tsimane,Fixed
1511,76,A6,2,Tsimane,Fixed
1511,80,A8,12,Tsimane,Fixed
1511,81,B1,12,Tsimane,Fixed
1511,68,B11,12,Tsimane,Fixed
1511,53,B13,12,Tsimane,Fixed
1511,28,B15,12,Tsimane,Fixed
1511,77,B17,12,Tsimane,Fixed
1511,7,B19,12,Tsimane,Fixed
1511,41,B2,12,Tsimane,Fixed
1511,65,B3,12,Tsimane,Fixed
1511,12,B5,12,Tsimane,Fixed
1511,29,B7,4,Tsimane,Fixed
1511,44,B9,4,Tsimane,Fixed
1511,58,C10,4,Tsimane,Fixed
1511,34,C12,4,Tsimane,Fixed
1511,49,C14,12,Tsimane,Fixed
1511,1,C16,8,Tsimane,Fixed
1511,42,C18,12,Tsimane,Fixed
1511,73,C2,12,Tsimane,Fixed
1511,15,C20,12,Tsimane,Fixed
1511,69,C3,12,Tsimane,Fixed
1511,60,C4,12,Tsimane,Fixed
1511,56,C6,12,Tsimane,Fixed
1511,18,C8,4,Tsimane,Fixed
1511,16,D1,3,Tsimane,Fixed
1511,45,D11,4,Tsimane,Fixed
1511,36,D13,4,Tsimane,Fixed
1511,62,D15,12,Tsimane,Fixed
1511,17,D17,8,Tsimane,Fixed
1511,31,D19,3,Tsimane,Fixed
1511,82,D3,3,Tsimane,Fixed
1511,24,D5,12,Tsimane,Fixed
1511,47,D7,4,Tsimane,Fixed
1511,72,D9,4,Tsimane,Fixed
1511,9,E10,5,Tsimane,Fixed
1511,55,E12,5,Tsimane,Fixed
1511,5,E14,4,Tsimane,Fixed
1511,46,E16,1,Tsimane,Fixed
1511,78,E18,3,Tsimane,Fixed
1511,27,E2,3,Tsimane,Fixed
1511,51,E20,3,Tsimane,Fixed
1511,50,E4,10,Tsimane,Fixed
1511,35,E6,12,Tsimane,Fixed
1511,54,E8,5,Tsimane,Fixed
1511,66,F1,3,Tsimane,Fixed
1511,10,F11,5,Tsimane,Fixed
1511,26,F13,4,Tsimane,Fixed
1511,75,F15,12,Tsimane,Fixed
1511,74,F17,1,Tsimane,Fixed
1511,14,F19,3,Tsimane,Fixed
1511,67,F3,10,Tsimane,Fixed
1511,11,F5,10,Tsimane,Fixed
1511,30,F7,4,Tsimane,Fixed
1511,23,F9,4,Tsimane,Fixed
1511,63,G10,4,Tsimane,Fixed
1511,70,G12,1,Tsimane,Fixed
1511,61,G14,12,Tsimane,Fixed
1511,71,G16,1,Tsimane,Fixed
1511,57,G17,1,Tsimane,Fixed
1511,19,G18,1,Tsimane,Fixed
1511,39,G2,10,Tsimane,Fixed
1511,38,G20,1,Tsimane,Fixed
1511,79,G4,10,Tsimane,Fixed
1511,4,G6,4,Tsimane,Fixed
1511,20,G8,4,Tsimane,Fixed
1511,3,H1,10,Tsimane,Fixed
1511,33,H11,4,Tsimane,Fixed
1511,59,H13,1,Tsimane,Fixed
1511,21,H15,1,Tsimane,Fixed
1511,8,H17,8,Tsimane,Fixed
1511,43,H19,10,Tsimane,Fixed
1511,52,H3,1,Tsimane,Fixed
1511,48,H5,1,Tsimane,Fixed
1511,83,H7,1,Tsimane,Fixed
1511,2,H9,5,Tsimane,Fixed
1512,61,A10,2,Tsimane,Fixed
1512,1,A12,12,Tsimane,Fixed
1512,83,A14,2,Tsimane,Fixed
1512,52,A16,2,Tsimane,Fixed
1512,77,A18,2,Tsimane,Fixed
1512,68,A2,2,Tsimane,Fixed
1512,6,A20,2,Tsimane,Fixed
1512,57,A4,2,Tsimane,Fixed
1512,18,A6,2,Tsimane,Fixed
1512,22,A8,5,Tsimane,Fixed
1512,23,B1,3,Tsimane,Fixed
1512,10,B11,12,Tsimane,Fixed
1512,38,B13,2,Tsimane,Fixed
1512,48,B15,2,Tsimane,Fixed
1512,19,B17,12,Tsimane,Fixed
1512,62,B19,3,Tsimane,Fixed
1512,2,B2,2,Tsimane,Fixed
1512,7,B3,3,Tsimane,Fixed
1512,67,B5,12,Tsimane,Fixed
1512,49,B7,5,Tsimane,Fixed
1512,29,B9,5,Tsimane,Fixed
1512,43,C10,5,Tsimane,Fixed
1512,54,C12,5,Tsimane,Fixed
1512,34,C14,12,Tsimane,Fixed
1512,82,C16,12,Tsimane,Fixed
1512,27,C18,12,Tsimane,Fixed
1512,15,C2,12,Tsimane,Fixed
1512,70,C20,3,Tsimane,Fixed
1512,11,C3,3,Tsimane,Fixed
1512,45,C4,12,Tsimane,Fixed
1512,41,C6,12,Tsimane,Fixed
1512,73,C8,5,Tsimane,Fixed
1512,71,D1,3,Tsimane,Fixed
1512,30,D11,5,Tsimane,Fixed
1512,56,D13,5,Tsimane,Fixed
1512,4,D15,12,Tsimane,Fixed
1512,72,D17,8,Tsimane,Fixed
1512,51,D19,3,Tsimane,Fixed
1512,24,D3,3,Tsimane,Fixed
1512,79,D5,12,Tsimane,Fixed
1512,32,D7,5,Tsimane,Fixed
1512,14,D9,5,Tsimane,Fixed
1512,64,E10,5,Tsimane,Fixed
1512,40,E12,5,Tsimane,Fixed
1512,60,E14,5,Tsimane,Fixed
1512,31,E16,8,Tsimane,Fixed
1512,20,E18,3,Tsimane,Fixed
1512,47,E2,3,Tsimane,Fixed
1512,36,E20,3,Tsimane,Fixed
1512,35,E4,10,Tsimane,Fixed
1512,55,E6,12,Tsimane,Fixed
1512,39,E8,5,Tsimane,Fixed
1512,8,F1,3,Tsimane,Fixed
1512,65,F11,5,Tsimane,Fixed
1512,26,F13,5,Tsimane,Fixed
1512,17,F15,5,Tsimane,Fixed
1512,16,F17,8,Tsimane,Fixed
1512,69,F19,3,Tsimane,Fixed
1512,9,F3,10,Tsimane,Fixed
1512,66,F5,1,Tsimane,Fixed
1512,50,F7,5,Tsimane,Fixed
1512,78,F9,5,Tsimane,Fixed
1512,5,G10,5,Tsimane,Fixed
1512,12,G12,5,Tsimane,Fixed
1512,3,G14,5,Tsimane,Fixed
1512,13,G16,8,Tsimane,Fixed
1512,42,G17,8,Tsimane,Fixed
1512,74,G18,8,Tsimane,Fixed
1512,59,G2,3,Tsimane,Fixed
1512,58,G20,3,Tsimane,Fixed
1512,21,G4,10,Tsimane,Fixed
1512,46,G6,1,Tsimane,Fixed
1512,75,G8,5,Tsimane,Fixed
1512,81,H1,8,Tsimane,Fixed
1512,53,H11,1,Tsimane,Fixed
1512,44,H13,1,Tsimane,Fixed
1512,76,H15,5,Tsimane,Fixed
1512,63,H17,8,Tsimane,Fixed
1512,28,H19,10,Tsimane,Fixed
1512,37,H3,10,Tsimane,Fixed
1512,33,H5,1,Tsimane,Fixed
1512,25,H7,1,Tsimane,Fixed
1512,80,H9,5,Tsimane,Fixed
1513,80,A10,2,Tsimane,Fixed
1513,31,A12,2,Tsimane,Fixed
1513,25,A14,2,Tsimane,Fixed
1513,36,A16,2,Tsimane,Fixed
1513,72,A18,2,Tsimane,Fixed
1513,45,A2,2,Tsimane,Fixed
1513,4,A20,8,Tsimane,Fixed
1513,41,A4,8,Tsimane,Fixed
1513,16,A6,12,Tsimane,Fixed
1513,20,A8,12,Tsimane,Fixed
1513,21,B1,8,Tsimane,Fixed
1513,8,B11,5,Tsimane,Fixed
1513,60,B13,5,Tsimane,Fixed
1513,70,B15,2,Tsimane,Fixed
1513,17,B17,2,Tsimane,Fixed
1513,81,B19,8,Tsimane,Fixed
1513,32,B2,8,Tsimane,Fixed
1513,5,B3,12,Tsimane,Fixed
1513,44,B5,12,Tsimane,Fixed
1513,71,B7,5,Tsimane,Fixed
1513,51,B9,5,Tsimane,Fixed
1513,65,C10,5,Tsimane,Fixed
1513,38,C12,5,Tsimane,Fixed
1513,56,C14,5,Tsimane,Fixed
1513,26,C16,8,Tsimane,Fixed
1513,49,C18,8,Tsimane,Fixed
1513,13,C2,8,Tsimane,Fixed
1513,47,C20,8,Tsimane,Fixed
1513,9,C3,8,Tsimane,Fixed
1513,67,C4,12,Tsimane,Fixed
1513,63,C6,12,Tsimane,Fixed
1513,76,C8,5,Tsimane,Fixed
1513,78,D1,3,Tsimane,Fixed
1513,52,D11,5,Tsimane,Fixed
1513,40,D13,5,Tsimane,Fixed
1513,2,D15,5,Tsimane,Fixed
1513,77,D17,8,Tsimane,Fixed
1513,35,D19,8,Tsimane,Fixed
1513,22,D3,8,Tsimane,Fixed
1513,29,D5,8,Tsimane,Fixed
1513,54,D7,5,Tsimane,Fixed
1513,12,D9,5,Tsimane,Fixed
1513,83,E10,5,Tsimane,Fixed
1513,62,E12,5,Tsimane,Fixed
1513,79,E14,5,Tsimane,Fixed
1513,53,E16,8,Tsimane,Fixed
1513,18,E18,8,Tsimane,Fixed
1513,69,E2,3,Tsimane,Fixed
1513,58,E20,3,Tsimane,Fixed
1513,57,E4,8,Tsimane,Fixed
1513,39,E6,8,Tsimane,Fixed
1513,61,E8,5,Tsimane,Fixed
1513,6,F1,3,Tsimane,Fixed
1513,42,F11,5,Tsimane,Fixed
1513,48,F13,5,Tsimane,Fixed
1513,15,F15,5,Tsimane,Fixed
1513,14,F17,8,Tsimane,Fixed
1513,46,F19,3,Tsimane,Fixed
1513,7,F3,10,Tsimane,Fixed
1513,43,F5,8,Tsimane,Fixed
1513,34,F7,5,Tsimane,Fixed
1513,30,F9,5,Tsimane,Fixed
1513,3,G10,5,Tsimane,Fixed
1513,10,G12,5,Tsimane,Fixed
1513,33,G14,5,Tsimane,Fixed
1513,11,G16,8,Tsimane,Fixed
1513,64,G17,8,Tsimane,Fixed
1513,75,G18,8,Tsimane,Fixed
1513,24,G2,3,Tsimane,Fixed
1513,1,G20,3,Tsimane,Fixed
1513,19,G4,10,Tsimane,Fixed
1513,68,G6,8,Tsimane,Fixed
1513,74,G8,5,Tsimane,Fixed
1513,27,H1,3,Tsimane,Fixed
1513,37,H11,5,Tsimane,Fixed
1513,66,H13,5,Tsimane,Fixed
1513,73,H15,5,Tsimane,Fixed
1513,82,H17,8,Tsimane,Fixed
1513,50,H19,8,Tsimane,Fixed
1513,59,H3,10,Tsimane,Fixed
1513,55,H5,1,Tsimane,Fixed
1513,23,H7,1,Tsimane,Fixed
1513,28,H9,5,Tsimane,Fixed
1514,31,A10,5,Tsimane,Fixed
1514,41,A12,5,Tsimane,Fixed
1514,20,A14,2,Tsimane,Fixed
1514,80,A16,2,Tsimane,Fixed
1514,7,A18,2,Tsimane,Fixed
1514,67,A2,2,Tsimane,Fixed
1514,74,A20,2,Tsimane,Fixed
1514,79,A4,2,Tsimane,Fixed
1514,34,A6,12,Tsimane,Fixed
1514,25,A8,5,Tsimane,Fixed
1514,24,B1,3,Tsimane,Fixed
1514,47,B11,4,Tsimane,Fixed
1514,52,B13,2,Tsimane,Fixed
1514,9,B15,4,Tsimane,Fixed
1514,33,B17,2,Tsimane,Fixed
1514,30,B19,3,Tsimane,Fixed
1514,40,B2,2,Tsimane,Fixed
1514,75,B3,12,Tsimane,Fixed
1514,68,B5,12,Tsimane,Fixed
1514,8,B7,5,Tsimane,Fixed
1514,61,B9,4,Tsimane,Fixed
1514,14,C10,4,Tsimane,Fixed
1514,77,C12,4,Tsimane,Fixed
1514,56,C14,4,Tsimane,Fixed
1514,19,C16,12,Tsimane,Fixed
1514,63,C18,8,Tsimane,Fixed
1514,37,C2,12,Tsimane,Fixed
1514,65,C20,3,Tsimane,Fixed
1514,46,C3,12,Tsimane,Fixed
1514,12,C4,12,Tsimane,Fixed
1514,16,C6,12,Tsimane,Fixed
1514,3,C8,5,Tsimane,Fixed
1514,1,D1,3,Tsimane,Fixed
1514,60,D11,5,Tsimane,Fixed
1514,83,D13,12,Tsimane,Fixed
1514,72,D15,4,Tsimane,Fixed
1514,2,D17,8,Tsimane,Fixed
1514,81,D19,8,Tsimane,Fixed
1514,23,D3,12,Tsimane,Fixed
1514,43,D5,12,Tsimane,Fixed
1514,58,D7,5,Tsimane,Fixed
1514,38,D9,5,Tsimane,Fixed
1514,28,E10,5,Tsimane,Fixed
1514,50,E12,4,Tsimane,Fixed
1514,32,E14,4,Tsimane,Fixed
1514,59,E16,8,Tsimane,Fixed
1514,27,E18,12,Tsimane,Fixed
1514,10,E2,3,Tsimane,Fixed
1514,54,E20,3,Tsimane,Fixed
1514,55,E4,12,Tsimane,Fixed
1514,78,E6,8,Tsimane,Fixed
1514,51,E8,12,Tsimane,Fixed
1514,49,F1,3,Tsimane,Fixed
1514,70,F11,5,Tsimane,Fixed
1514,64,F13,4,Tsimane,Fixed
1514,35,F15,4,Tsimane,Fixed
1514,36,F17,8,Tsimane,Fixed
1514,66,F19,8,Tsimane,Fixed
1514,48,F3,10,Tsimane,Fixed
1514,69,F5,8,Tsimane,Fixed
1514,82,F7,4,Tsimane,Fixed
1514,42,F9,5,Tsimane,Fixed
1514,73,G10,5,Tsimane,Fixed
1514,45,G12,5,Tsimane,Fixed
1514,39,G14,4,Tsimane,Fixed
1514,44,G16,1,Tsimane,Fixed
1514,15,G17,8,Tsimane,Fixed
1514,4,G18,8,Tsimane,Fixed
1514,21,G2,10,Tsimane,Fixed
1514,71,G20,8,Tsimane,Fixed
1514,26,G4,1,Tsimane,Fixed
1514,11,G6,5,Tsimane,Fixed
1514,5,G8,5,Tsimane,Fixed
1514,18,H1,10,Tsimane,Fixed
1514,76,H11,4,Tsimane,Fixed
1514,13,H13,5,Tsimane,Fixed
1514,6,H15,4,Tsimane,Fixed
1514,29,H17,1,Tsimane,Fixed
1514,62,H19,8,Tsimane,Fixed
1514,53,H3,10,Tsimane,Fixed
1514,57,H5,1,Tsimane,Fixed
1514,22,H7,5,Tsimane,Fixed
1514,17,H9,5,Tsimane,Fixed
1515,19,A10,4,Tsimane,Fixed
1515,48,A12,2,Tsimane,Fixed
1515,69,A14,2,Tsimane,Fixed
1515,22,A16,4,Tsimane,Fixed
1515,56,A18,2,Tsimane,Fixed
1515,75,A2,2,Tsimane,Fixed
1515,5,A20,2,Tsimane,Fixed
1515,10,A4,2,Tsimane,Fixed
1515,11,A6,2,Tsimane,Fixed
1515,83,A8,12,Tsimane,Fixed
1515,82,B1,12,Tsimane,Fixed
1515,30,B11,4,Tsimane,Fixed
1515,35,B13,12,Tsimane,Fixed
1515,58,B15,12,Tsimane,Fixed
1515,21,B17,12,Tsimane,Fixed
1515,18,B19,12,Tsimane,Fixed
1515,47,B2,12,Tsimane,Fixed
1515,6,B3,12,Tsimane,Fixed
1515,76,B5,12,Tsimane,Fixed
1515,57,B7,4,Tsimane,Fixed
1515,44,B9,12,Tsimane,Fixed
1515,63,C10,12,Tsimane,Fixed
1515,8,C12,12,Tsimane,Fixed
1515,39,C14,4,Tsimane,Fixed
1515,68,C16,12,Tsimane,Fixed
1515,52,C18,12,Tsimane,Fixed
1515,25,C2,12,Tsimane,Fixed
1515,73,C20,12,Tsimane,Fixed
1515,29,C3,12,Tsimane,Fixed
1515,61,C4,12,Tsimane,Fixed
1515,65,C6,12,Tsimane,Fixed
1515,27,C8,4,Tsimane,Fixed
1515,80,D1,12,Tsimane,Fixed
1515,43,D11,4,Tsimane,Fixed
1515,79,D13,4,Tsimane,Fixed
1515,3,D15,12,Tsimane,Fixed
1515,26,D17,12,Tsimane,Fixed
1515,12,D19,12,Tsimane,Fixed
1515,72,D3,12,Tsimane,Fixed
1515,50,D5,12,Tsimane,Fixed
1515,41,D7,12,Tsimane,Fixed
1515,78,D9,4,Tsimane,Fixed
1515,16,E10,4,Tsimane,Fixed
1515,33,E12,4,Tsimane,Fixed
1515,20,E14,4,Tsimane,Fixed
1515,42,E16,12,Tsimane,Fixed
1515,15,E18,12,Tsimane,Fixed
1515,59,E2,3,Tsimane,Fixed
1515,37,E20,12,Tsimane,Fixed
1515,38,E4,10,Tsimane,Fixed
1515,9,E6,10,Tsimane,Fixed
1515,34,E8,5,Tsimane,Fixed
1515,32,F1,3,Tsimane,Fixed
1515,1,F11,4,Tsimane,Fixed
1515,81,F13,4,Tsimane,Fixed
1515,23,F15,4,Tsimane,Fixed
1515,24,F17,8,Tsimane,Fixed
1515,74,F19,8,Tsimane,Fixed
1515,31,F3,10,Tsimane,Fixed
1515,77,F5,10,Tsimane,Fixed
1515,13,F7,5,Tsimane,Fixed
1515,49,F9,5,Tsimane,Fixed
1515,4,G10,5,Tsimane,Fixed
1515,28,G12,4,Tsimane,Fixed
1515,46,G14,4,Tsimane,Fixed
1515,51,G16,8,Tsimane,Fixed
1515,64,G17,8,Tsimane,Fixed
1515,53,G18,8,Tsimane,Fixed
1515,70,G2,3,Tsimane,Fixed
1515,2,G20,8,Tsimane,Fixed
1515,14,G4,10,Tsimane,Fixed
1515,60,G6,10,Tsimane,Fixed
1515,54,G8,5,Tsimane,Fixed
1515,67,H1,8,Tsimane,Fixed
1515,7,H11,4,Tsimane,Fixed
1515,62,H13,4,Tsimane,Fixed
1515,55,H15,4,Tsimane,Fixed
1515,17,H17,8,Tsimane,Fixed
1515,45,H19,8,Tsimane,Fixed
1515,36,H3,10,Tsimane,Fixed
1515,40,H5,1,Tsimane,Fixed
1515,71,H7,4,Tsimane,Fixed
1515,66,H9,4,Tsimane,Fixed
1516,76,A10,4,Tsimane,Fixed
1516,10,A12,2,Tsimane,Fixed
1516,28,A14,2,Tsimane,Fixed
1516,68,A16,2,Tsimane,Fixed
1516,15,A18,2,Tsimane,Fixed
1516,35,A2,3,Tsimane,Fixed
1516,62,A20,3,Tsimane,Fixed
1516,67,A4,12,Tsimane,Fixed
1516,79,A6,12,Tsimane,Fixed
1516,7,A8,5,Tsimane,Fixed
1516,6,B1,3,Tsimane,Fixed
1516,43,B11,4,Tsimane,Fixed
1516,48,B13,4,Tsimane,Fixed
1516,17,B15,4,Tsimane,Fixed
1516,78,B17,12,Tsimane,Fixed
1516,75,B19,3,Tsimane,Fixed
1516,9,B2,3,Tsimane,Fixed
1516,63,B3,3,Tsimane,Fixed
1516,36,B5,12,Tsimane,Fixed
1516,16,B7,4,Tsimane,Fixed
1516,57,B9,5,Tsimane,Fixed
1516,22,C10,4,Tsimane,Fixed
1516,65,C12,5,Tsimane,Fixed
1516,52,C14,4,Tsimane,Fixed
1516,27,C16,8,Tsimane,Fixed
1516,31,C18,3,Tsimane,Fixed
